PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
0,0,10,0,20,10,0,0,20,20,0,0,0,10,10,0,0,0,0,0,0.0665,0.1103,
0,7.89,5.26,2.63,7.89,5.26,5.26,5.26,0,5.26,7.89,7.89,5.26,10.53,5.26,2.63,7.89,2.63,2.63,2.63,0.0854,0.0731,
0,0,7.69,0,0,0,0,0,7.69,23.08,7.69,0,15.38,7.69,0,7.69,0,15.38,0,7.69,0.0431,0.0491,
0,15.91,4.55,0,2.27,4.55,4.55,4.55,9.09,4.55,6.82,6.82,4.55,11.36,6.82,2.27,2.27,2.27,0,6.82,0.0759,0.0819,
13.04,8.7,4.35,4.35,0,4.35,4.35,0,0,4.35,0,13.04,13.04,0,4.35,4.35,0,17.39,0,4.35,0.0573,0.0543,
8.11,10.81,0,2.7,2.7,8.11,2.7,5.41,0,5.41,8.11,0,0,8.11,2.7,10.81,5.41,10.81,5.41,2.7,0.0588,0.0717,
12.5,7.5,5,5,5,5,2.5,2.5,2.5,0,2.5,5,15,2.5,5,2.5,5,7.5,5,2.5,0.0723,0.0733,
0,0,0,0,0,3.03,0,0,0,0,3.03,0,9.09,0,66.67,12.12,0,6.06,0,0,0.082,0.1057,
0,0,0,0,10,0,0,10,0,10,20,0,40,0,0,10,0,0,0,0,0.0365,0.0297,
2.78,2.78,0,2.78,5.56,5.56,11.11,5.56,8.33,5.56,5.56,5.56,2.78,5.56,2.78,2.78,0,11.11,8.33,5.56,0.0827,0.0793,
5.41,5.41,0,2.7,0,2.7,2.7,5.41,2.7,13.51,16.22,10.81,2.7,8.11,10.81,0,2.7,5.41,2.7,0,0.0996,0.0755,
2.94,2.94,2.94,14.71,2.94,0,11.76,2.94,2.94,2.94,5.88,5.88,8.82,5.88,5.88,2.94,2.94,2.94,2.94,8.82,0.0716,0.0829,
0,20,3.33,3.33,3.33,10,0,6.67,6.67,3.33,0,6.67,6.67,0,0,6.67,6.67,13.33,0,3.33,0.0461,0.0473,
5,2.5,7.5,17.5,2.5,0,2.5,5,7.5,10,2.5,7.5,0,2.5,10,2.5,0,10,0,5,0.0974,0.091,
10.42,8.33,0,8.33,4.17,6.25,0,4.17,14.58,6.25,2.08,8.33,6.25,0,12.5,0,4.17,0,0,4.17,0.1203,0.0911,
9.09,0,9.09,9.09,9.09,0,0,0,0,0,0,9.09,27.27,0,9.09,9.09,0,9.09,0,0,0.0739,0.1089,
6.82,4.55,13.64,6.82,9.09,4.55,0,0,9.09,2.27,2.27,2.27,9.09,4.55,4.55,11.36,2.27,4.55,0,2.27,0.0945,0.0752,
23.53,0,5.88,5.88,5.88,0,5.88,0,11.76,5.88,0,0,0,11.76,11.76,5.88,5.88,0,0,0,0.1063,0.1096,
0,2.44,12.2,2.44,7.32,4.88,4.88,2.44,4.88,2.44,7.32,2.44,7.32,9.76,4.88,2.44,2.44,2.44,2.44,14.63,0.0803,0.0796,
13.16,10.53,10.53,2.63,5.26,10.53,0,0,13.16,0,2.63,2.63,2.63,2.63,2.63,2.63,2.63,0,13.16,2.63,0.098,0.1241,
4.88,4.88,9.76,9.76,0,2.44,7.32,4.88,7.32,4.88,4.88,2.44,4.88,4.88,2.44,7.32,9.76,2.44,2.44,2.44,0.0623,0.0658,
0,12.5,6.25,0,6.25,6.25,0,0,0,0,18.75,6.25,0,0,6.25,12.5,6.25,18.75,0,0,0.0683,0.07,
5.56,11.11,0,0,0,0,5.56,0,22.22,11.11,0,16.67,5.56,0,5.56,5.56,0,0,11.11,0,0.073,0.0979,
0,20.69,6.9,3.45,3.45,17.24,0,3.45,0,3.45,0,3.45,10.34,0,3.45,3.45,17.24,3.45,0,0,0.0454,0.0523,
0,8,0,4,20,0,0,0,8,0,8,4,4,4,8,8,8,8,8,0,0.0961,0.0948,
4.76,0,4.76,4.76,4.76,0,4.76,14.29,0,4.76,0,4.76,0,14.29,4.76,9.52,4.76,9.52,9.52,0,0.0807,0.092,
0,0,16.67,8.33,0,8.33,8.33,0,8.33,0,0,0,16.67,16.67,0,0,8.33,8.33,0,0,0.0402,0.0436,
0,0,8.33,8.33,8.33,16.67,0,0,0,8.33,0,8.33,8.33,0,8.33,8.33,16.67,0,0,0,0.0583,0.0886,
4.55,6.82,2.27,6.82,11.36,6.82,9.09,2.27,4.55,2.27,13.64,2.27,0,4.55,0,4.55,2.27,4.55,9.09,2.27,0.0792,0.0672,
2.63,2.63,0,2.63,10.53,5.26,0,5.26,2.63,15.79,2.63,10.53,7.89,2.63,2.63,10.53,2.63,5.26,2.63,5.26,0.0554,0.0673,
4.17,0,4.17,10.42,2.08,6.25,4.17,8.33,8.33,6.25,2.08,8.33,4.17,6.25,4.17,6.25,6.25,2.08,4.17,2.08,0.0897,0.0754,
0,27.27,0,0,9.09,0,0,9.09,9.09,9.09,0,0,9.09,0,18.18,0,0,0,9.09,0,0.1171,0.1139,
4,8,4,8,12,6,4,2,4,8,2,4,6,2,2,2,8,6,2,6,0.0797,0.0714,
10,20,0,0,0,0,0,0,10,0,0,10,10,10,0,0,20,0,0,10,0.0508,0.0661,
0,0,0,0,20,30,0,0,0,0,10,0,10,0,10,20,0,0,0,0,0.0753,0.0996,
9.52,0,0,4.76,14.29,23.81,4.76,4.76,14.29,9.52,4.76,0,0,0,0,4.76,0,4.76,0,0,0.0962,0.1052,
10.81,0,0,8.11,5.41,13.51,0,2.7,2.7,21.62,10.81,2.7,0,2.7,0,2.7,2.7,10.81,2.7,0,0.0704,0.0452,
0,14.29,0,0,9.52,0,4.76,0,14.29,4.76,0,19.05,0,9.52,4.76,0,14.29,4.76,0,0,0.0757,0.0598,
7.5,7.5,2.5,2.5,0,2.5,5,5,5,7.5,2.5,0,7.5,7.5,2.5,12.5,7.5,5,7.5,2.5,0.0691,0.0689,
9.3,0,2.33,4.65,2.33,4.65,0,2.33,9.3,6.98,2.33,6.98,2.33,6.98,2.33,9.3,2.33,6.98,9.3,9.3,0.0898,0.0857,
0,0,7.14,0,0,7.14,7.14,14.29,14.29,14.29,0,0,0,7.14,0,7.14,0,14.29,7.14,0,0.0939,0.1027,
2.33,9.3,2.33,6.98,4.65,0,4.65,4.65,2.33,4.65,4.65,6.98,9.3,4.65,4.65,4.65,2.33,9.3,6.98,4.65,0.0839,0.071,
11.9,0,0,9.52,4.76,2.38,0,11.9,11.9,11.9,0,7.14,0,7.14,4.76,4.76,4.76,0,0,7.14,0.0797,0.0907,
0,8.33,6.25,2.08,6.25,8.33,4.17,2.08,6.25,4.17,8.33,0,6.25,4.17,8.33,6.25,4.17,2.08,6.25,6.25,0.1033,0.0879,
5.71,2.86,0,0,5.71,0,2.86,0,2.86,0,8.57,8.57,22.86,8.57,2.86,2.86,2.86,8.57,2.86,11.43,0.0613,0.0651,
2.17,2.17,4.35,2.17,6.52,2.17,0,0,6.52,21.74,2.17,10.87,15.22,4.35,2.17,8.7,4.35,4.35,0,0,0.0526,0.0696,
6.25,10.42,2.08,6.25,8.33,8.33,2.08,2.08,4.17,2.08,6.25,6.25,8.33,4.17,6.25,4.17,0,2.08,6.25,4.17,0.0911,0.0964,
11.9,7.14,4.76,4.76,0,4.76,4.76,9.52,7.14,2.38,7.14,0,4.76,7.14,7.14,0,4.76,2.38,2.38,7.14,0.0931,0.0859,
13.33,0,6.67,0,6.67,3.33,0,10,0,20,3.33,0,0,6.67,3.33,10,3.33,10,0,3.33,0.0648,0.0691,
0,0,8.57,8.57,8.57,2.86,2.86,14.29,5.71,5.71,0,2.86,2.86,2.86,2.86,11.43,2.86,2.86,5.71,8.57,0.0827,0.0819,
5.56,8.33,2.78,0,5.56,2.78,0,5.56,2.78,2.78,2.78,5.56,5.56,2.78,11.11,8.33,8.33,5.56,8.33,5.56,0.0878,0.0897,
2,12,2,8,6,8,6,6,0,10,0,8,4,4,6,8,0,6,0,4,0.0713,0.089,
2.63,2.63,5.26,2.63,2.63,5.26,0,7.89,2.63,7.89,5.26,5.26,7.89,7.89,5.26,2.63,2.63,7.89,10.53,5.26,0.0899,0.0749,
4.08,8.16,0,0,0,4.08,2.04,0,0,0,2.04,0,0,0,57.14,10.2,2.04,2.04,0,8.16,0.1049,0.1014,
4.65,4.65,2.33,0,4.65,2.33,4.65,2.33,0,11.63,6.98,4.65,2.33,6.98,9.3,6.98,6.98,9.3,9.3,0,0.0929,0.0977,
8.82,8.82,5.88,11.76,0,0,0,2.94,2.94,2.94,2.94,2.94,2.94,5.88,0,5.88,11.76,2.94,11.76,8.82,0.0928,0.0705,
3.57,7.14,3.57,3.57,7.14,7.14,7.14,3.57,7.14,10.71,3.57,0,0,7.14,10.71,0,3.57,0,10.71,3.57,0.1201,0.1054,
2.7,5.41,2.7,2.7,5.41,0,2.7,2.7,18.92,10.81,5.41,8.11,2.7,10.81,2.7,2.7,0,0,5.41,8.11,0.0673,0.0986,
0,8.11,5.41,0,0,5.41,5.41,8.11,16.22,0,5.41,2.7,5.41,8.11,13.51,2.7,0,13.51,0,0,0.0951,0.1001,
27.27,0,0,0,9.09,0,18.18,0,9.09,0,9.09,0,0,9.09,9.09,9.09,0,0,0,0,0.0789,0.1109,
0,0,2.7,2.7,5.41,2.7,8.11,2.7,5.41,2.7,5.41,8.11,16.22,8.11,0,5.41,5.41,5.41,5.41,8.11,0.0583,0.0707,
8.7,6.52,2.17,4.35,4.35,2.17,4.35,6.52,4.35,4.35,2.17,2.17,8.7,2.17,13.04,4.35,4.35,4.35,2.17,8.7,0.0762,0.0924,
0,6.82,4.55,2.27,6.82,4.55,4.55,2.27,6.82,6.82,9.09,4.55,2.27,4.55,4.55,6.82,2.27,6.82,4.55,9.09,0.0819,0.0737,
3.45,20.69,6.9,0,0,13.79,0,3.45,6.9,6.9,3.45,3.45,3.45,3.45,13.79,3.45,0,3.45,0,3.45,0.0828,0.0947,
4.55,0,2.27,4.55,4.55,13.64,9.09,2.27,0,9.09,2.27,11.36,6.82,2.27,4.55,2.27,6.82,9.09,0,4.55,0.0744,0.0745,
2.94,8.82,2.94,11.76,5.88,8.82,0,11.76,5.88,2.94,5.88,8.82,8.82,0,2.94,2.94,0,2.94,0,5.88,0.0803,0.0793,
11.11,0,11.11,0,5.56,0,0,5.56,11.11,11.11,0,11.11,0,11.11,5.56,0,0,16.67,0,0,0.0911,0.0986,
2.7,0,2.7,8.11,5.41,2.7,5.41,0,8.11,8.11,2.7,10.81,5.41,2.7,8.11,2.7,10.81,0,5.41,8.11,0.0932,0.0907,
3.12,0,9.38,12.5,9.38,0,3.12,6.25,6.25,9.38,0,6.25,9.38,6.25,6.25,6.25,0,0,0,6.25,0.0871,0.094,
6.12,6.12,6.12,4.08,8.16,2.04,10.2,0,6.12,2.04,0,8.16,4.08,6.12,6.12,8.16,8.16,4.08,2.04,2.04,0.0715,0.0712,
3.03,0,3.03,6.06,3.03,12.12,0,6.06,9.09,12.12,3.03,3.03,6.06,0,6.06,0,15.15,9.09,0,3.03,0.0816,0.0884,
8.7,0,0,0,4.35,6.52,4.35,0,8.7,6.52,4.35,6.52,2.17,4.35,23.91,6.52,6.52,6.52,0,0,0.1162,0.1003,
8.16,8.16,2.04,8.16,0,4.08,0,4.08,10.2,6.12,4.08,2.04,6.12,0,14.29,2.04,2.04,12.24,0,6.12,0.113,0.1027,
0,20.59,5.88,5.88,2.94,2.94,2.94,2.94,2.94,2.94,8.82,8.82,5.88,8.82,5.88,0,2.94,0,2.94,5.88,0.0898,0.0588,
2.7,8.11,2.7,0,0,5.41,2.7,10.81,21.62,0,5.41,0,5.41,5.41,13.51,2.7,2.7,10.81,0,0,0.0972,0.106,
2.86,8.57,14.29,2.86,8.57,2.86,5.71,0,5.71,11.43,5.71,2.86,8.57,0,8.57,2.86,2.86,5.71,0,0,0.0721,0.0846,
5.26,0,5.26,0,15.79,15.79,0,5.26,0,10.53,0,0,5.26,10.53,5.26,10.53,0,10.53,0,0,0.098,0.0707,
2.27,6.82,6.82,2.27,2.27,6.82,2.27,11.36,4.55,4.55,0,4.55,6.82,2.27,6.82,9.09,4.55,9.09,4.55,2.27,0.0924,0.0664,
14.29,4.76,4.76,2.38,9.52,2.38,2.38,7.14,4.76,4.76,2.38,4.76,4.76,2.38,4.76,4.76,7.14,2.38,2.38,7.14,0.0856,0.082,
0,10,0,10,20,10,10,0,0,0,0,0,10,0,10,20,0,0,0,0,0.0749,0.0652,
0,0,5.88,8.82,14.71,5.88,5.88,5.88,8.82,14.71,2.94,2.94,0,2.94,5.88,2.94,2.94,2.94,2.94,2.94,0.1109,0.0971,
11.76,0,0,5.88,0,0,5.88,5.88,0,5.88,5.88,17.65,11.76,5.88,5.88,0,0,5.88,11.76,0,0.0964,0.091,
7.14,7.14,0,7.14,0,7.14,2.38,2.38,2.38,4.76,4.76,2.38,11.9,9.52,2.38,2.38,7.14,4.76,4.76,9.52,0.0706,0.079,
5.56,2.78,2.78,5.56,8.33,2.78,8.33,5.56,5.56,11.11,5.56,2.78,8.33,2.78,0,11.11,5.56,0,2.78,2.78,0.0718,0.0695,
4.65,27.91,6.98,0,0,9.3,0,0,13.95,0,2.33,11.63,2.33,9.3,0,4.65,2.33,4.65,0,0,0.0456,0.0664,
13.64,0,0,0,4.55,6.82,2.27,0,11.36,6.82,4.55,2.27,2.27,2.27,25,6.82,4.55,6.82,0,0,0.1224,0.1007,
7.89,5.26,2.63,5.26,5.26,5.26,5.26,2.63,5.26,5.26,2.63,7.89,7.89,0,5.26,5.26,0,5.26,10.53,5.26,0.0809,0.1067,
9.3,2.33,4.65,2.33,6.98,2.33,11.63,2.33,2.33,2.33,4.65,9.3,4.65,4.65,9.3,13.95,2.33,2.33,0,2.33,0.0669,0.0805,
0,0,0,0,0,13.33,0,13.33,0,6.67,0,6.67,13.33,6.67,0,20,13.33,0,0,6.67,0.0358,0.0366,
8.33,0,8.33,2.78,5.56,2.78,5.56,2.78,0,5.56,0,0,11.11,13.89,5.56,5.56,8.33,2.78,0,11.11,0.0711,0.0754,
4,0,4,8,4,4,4,2,8,16,6,6,6,4,6,2,6,6,0,4,0.0784,0.0914,
5.13,10.26,7.69,0,5.13,10.26,5.13,0,7.69,2.56,7.69,2.56,2.56,5.13,2.56,0,7.69,0,5.13,12.82,0.073,0.107,
10,2,6,0,2,6,4,4,6,2,6,4,8,8,2,0,12,6,2,10,0.0698,0.0762,
6.52,2.17,2.17,4.35,13.04,8.7,6.52,2.17,8.7,2.17,2.17,2.17,2.17,2.17,4.35,0,8.7,8.7,10.87,2.17,0.1088,0.1055,
0,2.7,8.11,0,16.22,8.11,0,2.7,5.41,10.81,2.7,5.41,5.41,0,5.41,2.7,8.11,13.51,0,2.7,0.064,0.067,
6.82,0,0,0,2.27,9.09,2.27,2.27,18.18,6.82,2.27,2.27,2.27,2.27,25,2.27,6.82,4.55,2.27,2.27,0.1041,0.113,
6.67,4.44,6.67,4.44,6.67,4.44,4.44,6.67,4.44,2.22,4.44,0,6.67,2.22,2.22,11.11,8.89,4.44,2.22,6.67,0.0696,0.0667,
7.69,0,2.56,0,10.26,5.13,2.56,10.26,0,10.26,5.13,0,5.13,5.13,7.69,5.13,10.26,7.69,2.56,2.56,0.0698,0.086,
5.56,0,0,0,5.56,5.56,11.11,0,5.56,5.56,11.11,5.56,11.11,0,11.11,11.11,0,0,5.56,5.56,0.0951,0.1099,
9.3,2.33,0,6.98,9.3,6.98,4.65,11.63,2.33,2.33,9.3,6.98,2.33,6.98,0,6.98,0,6.98,4.65,0,0.0713,0.0656,
2.33,2.33,2.33,4.65,9.3,2.33,2.33,6.98,2.33,2.33,4.65,6.98,4.65,4.65,9.3,6.98,2.33,6.98,13.95,2.33,0.0963,0.1084,
17.39,4.35,4.35,0,0,0,13.04,4.35,4.35,0,8.7,0,8.7,4.35,0,8.7,8.7,4.35,4.35,4.35,0.0491,0.0649,
6.82,2.27,2.27,2.27,6.82,4.55,4.55,4.55,6.82,9.09,6.82,0,11.36,6.82,2.27,6.82,6.82,4.55,2.27,2.27,0.0863,0.0604,
11.63,4.65,2.33,4.65,2.33,4.65,4.65,4.65,6.98,6.98,6.98,11.63,6.98,2.33,0,6.98,2.33,2.33,4.65,2.33,0.0696,0.0745,
11.9,7.14,0,2.38,4.76,2.38,7.14,7.14,4.76,0,9.52,9.52,2.38,4.76,4.76,2.38,7.14,2.38,7.14,2.38,0.0816,0.0722,
9.52,4.76,9.52,0,0,0,9.52,9.52,4.76,4.76,4.76,9.52,0,0,4.76,4.76,0,0,19.05,4.76,0.1137,0.1117,
3.23,0,3.23,6.45,9.68,6.45,6.45,3.23,3.23,6.45,3.23,6.45,6.45,16.13,3.23,6.45,6.45,0,3.23,0,0.0703,0.0739,
3.45,3.45,10.34,3.45,6.9,3.45,3.45,3.45,3.45,6.9,3.45,6.9,10.34,6.9,6.9,10.34,0,3.45,0,3.45,0.0697,0.0822,
5.88,0,0,5.88,14.71,2.94,0,8.82,8.82,14.71,2.94,2.94,8.82,0,2.94,2.94,8.82,5.88,0,2.94,0.0571,0.0688,
8.33,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,16.67,16.67,0,8.33,0,16.67,0,0,0.0358,0.0725,
0,9.68,6.45,6.45,3.23,6.45,0,9.68,6.45,9.68,0,3.23,3.23,9.68,6.45,0,6.45,3.23,0,9.68,0.1027,0.0634,
2.56,2.56,5.13,2.56,2.56,7.69,2.56,7.69,5.13,2.56,7.69,12.82,0,7.69,10.26,0,10.26,5.13,5.13,0,0.1189,0.0812,
2.33,2.33,4.65,6.98,4.65,2.33,2.33,4.65,4.65,0,9.3,4.65,6.98,2.33,9.3,11.63,4.65,9.3,4.65,2.33,0.0818,0.0916,
0,10,0,10,0,5,10,0,0,10,10,10,10,0,5,5,0,5,10,0,0.0771,0.0875,
11.11,2.22,8.89,2.22,2.22,6.67,6.67,4.44,2.22,6.67,6.67,6.67,2.22,4.44,4.44,2.22,6.67,4.44,2.22,6.67,0.0735,0.0892,
2.86,2.86,2.86,20,0,0,0,17.14,2.86,0,2.86,34.29,2.86,5.71,2.86,0,0,0,0,2.86,0.07,0.0484,
4.88,4.88,2.44,0,2.44,0,4.88,2.44,9.76,4.88,2.44,4.88,12.2,0,2.44,7.32,14.63,4.88,4.88,9.76,0.073,0.0762,
8.7,8.7,8.7,2.17,0,4.35,2.17,2.17,6.52,4.35,4.35,13.04,8.7,6.52,2.17,6.52,2.17,0,6.52,2.17,0.071,0.0743,
4.17,2.08,4.17,4.17,8.33,8.33,2.08,2.08,2.08,12.5,10.42,0,4.17,8.33,2.08,12.5,2.08,4.17,2.08,4.17,0.0731,0.0751,
6.52,0,10.87,4.35,13.04,8.7,4.35,6.52,2.17,2.17,10.87,8.7,8.7,0,4.35,2.17,2.17,0,2.17,2.17,0.0716,0.0949,
3.45,3.45,3.45,6.9,6.9,3.45,3.45,6.9,3.45,0,3.45,3.45,0,6.9,6.9,10.34,13.79,3.45,10.34,0,0.0843,0.0968,
5,0,2.5,0,0,0,10,0,5,0,2.5,0,10,2.5,42.5,5,7.5,5,0,2.5,0.0612,0.1033,
6.82,4.55,2.27,4.55,9.09,0,4.55,9.09,6.82,6.82,4.55,6.82,6.82,4.55,0,2.27,0,4.55,6.82,9.09,0.0807,0.0631,
0,5.56,5.56,5.56,2.78,5.56,2.78,2.78,8.33,5.56,8.33,5.56,11.11,0,2.78,2.78,2.78,5.56,8.33,8.33,0.0871,0.0844,
0,2.22,4.44,2.22,8.89,6.67,8.89,2.22,11.11,8.89,2.22,11.11,6.67,4.44,0,4.44,2.22,0,6.67,6.67,0.0798,0.0789,
10,5,7.5,5,5,0,2.5,2.5,5,0,7.5,5,0,10,5,5,7.5,7.5,10,0,0.0976,0.0846,
9.09,12.12,3.03,3.03,0,9.09,6.06,3.03,3.03,18.18,0,3.03,6.06,6.06,6.06,3.03,6.06,0,0,3.03,0.0657,0.0722,
0,8.11,5.41,2.7,8.11,5.41,13.51,5.41,2.7,0,2.7,5.41,0,2.7,2.7,13.51,2.7,5.41,10.81,2.7,0.0866,0.075,
13.33,0,20,6.67,0,20,0,0,6.67,20,0,0,6.67,0,0,0,0,0,6.67,0,0.0726,0.1302,
5.88,17.65,8.82,5.88,0,8.82,0,0,2.94,5.88,2.94,0,8.82,8.82,11.76,5.88,2.94,0,2.94,0,0.1001,0.073,
3.23,0,6.45,0,6.45,3.23,9.68,9.68,3.23,3.23,3.23,3.23,6.45,6.45,3.23,6.45,3.23,9.68,9.68,3.23,0.0831,0.075,
12.5,0,3.12,3.12,6.25,15.62,0,9.38,3.12,18.75,3.12,0,3.12,3.12,0,3.12,3.12,9.38,3.12,0,0.0581,0.0596,
0,2.7,5.41,5.41,2.7,10.81,5.41,5.41,5.41,2.7,5.41,5.41,0,0,2.7,8.11,13.51,13.51,5.41,0,0.0868,0.0685,
4.35,0,4.35,8.7,13.04,2.17,2.17,13.04,8.7,4.35,2.17,13.04,0,2.17,0,4.35,6.52,8.7,0,2.17,0.0678,0.0659,
5.56,8.33,11.11,0,5.56,0,2.78,8.33,11.11,8.33,2.78,2.78,5.56,5.56,2.78,8.33,5.56,0,2.78,2.78,0.0702,0.0955,
9.09,0,4.55,4.55,2.27,6.82,0,4.55,4.55,11.36,2.27,4.55,0,13.64,13.64,6.82,2.27,4.55,0,4.55,0.0972,0.1057,
2.63,2.63,2.63,7.89,2.63,2.63,0,7.89,7.89,5.26,0,10.53,7.89,5.26,0,5.26,10.53,10.53,0,7.89,0.0527,0.075,
9.52,7.14,4.76,4.76,4.76,4.76,4.76,4.76,7.14,4.76,9.52,9.52,0,2.38,4.76,9.52,2.38,2.38,2.38,0,0.0642,0.0699,
0,10,5,0,0,0,5,10,0,0,25,0,0,5,0,5,10,10,5,10,0.0511,0.0547,
0,0,0,0,0,0,0,0,0,6.67,0,13.33,6.67,13.33,13.33,13.33,13.33,6.67,6.67,6.67,0.0933,0.0754,
0,0,0,0,9.09,18.18,0,9.09,0,0,9.09,0,18.18,0,9.09,18.18,0,9.09,0,0,0.0872,0.063,
6,4,10,6,2,8,2,6,10,4,10,6,0,4,0,2,6,6,2,6,0.0744,0.0763,
5,15,0,0,5,5,5,0,10,5,10,0,0,10,0,5,5,5,5,10,0.0719,0.082,
0,10.81,2.7,5.41,10.81,2.7,0,0,5.41,0,5.41,10.81,13.51,8.11,0,2.7,10.81,5.41,0,5.41,0.0614,0.0502,
4.55,0,0,4.55,0,13.64,0,13.64,0,4.55,4.55,4.55,0,0,4.55,4.55,31.82,0,0,9.09,0.0672,0.0569,
10,0,25,10,5,0,0,10,0,5,0,0,5,5,0,5,5,0,0,15,0.0691,0.0724,
8.33,4.17,2.08,6.25,0,4.17,4.17,4.17,8.33,4.17,8.33,6.25,0,4.17,6.25,6.25,8.33,6.25,4.17,4.17,0.0792,0.0939,
12.5,0,6.25,12.5,18.75,12.5,6.25,6.25,6.25,0,0,0,6.25,0,0,0,6.25,0,6.25,0,0.1159,0.0892,
6.67,0,4.44,2.22,13.33,2.22,0,8.89,0,20,2.22,2.22,11.11,2.22,4.44,6.67,0,8.89,2.22,2.22,0.0796,0.0583,
6.25,4.17,16.67,4.17,6.25,6.25,6.25,6.25,12.5,2.08,2.08,4.17,6.25,0,2.08,2.08,6.25,2.08,0,4.17,0.0627,0.0846,
2.27,2.27,6.82,2.27,2.27,4.55,4.55,2.27,4.55,6.82,11.36,2.27,2.27,9.09,11.36,4.55,11.36,0,2.27,6.82,0.0739,0.0999,
14.29,0,2.38,2.38,7.14,2.38,0,11.9,2.38,16.67,2.38,2.38,7.14,2.38,2.38,2.38,4.76,7.14,2.38,7.14,0.062,0.08,
0,7.89,0,2.63,0,5.26,2.63,7.89,13.16,0,5.26,5.26,10.53,5.26,13.16,2.63,2.63,13.16,0,2.63,0.096,0.0893,
8.33,0,0,8.33,8.33,16.67,0,0,0,0,16.67,0,0,8.33,25,0,0,8.33,0,0,0.0948,0.1169,
0,5.26,7.89,13.16,5.26,0,2.63,5.26,0,7.89,7.89,0,0,5.26,10.53,7.89,7.89,2.63,2.63,7.89,0.0894,0.0783,
4,4,4,2,16,0,4,4,4,2,6,6,12,6,6,8,6,0,2,4,0.0709,0.0846,
15.56,0,0,2.22,6.67,4.44,0,8.89,4.44,6.67,8.89,6.67,0,0,0,2.22,11.11,22.22,0,0,0.0483,0.0467,
18.75,0,0,2.08,8.33,2.08,2.08,6.25,0,6.25,6.25,2.08,6.25,6.25,6.25,6.25,4.17,12.5,2.08,2.08,0.0765,0.0728,
10,10,5,0,10,0,5,10,0,0,0,15,5,5,0,5,0,10,0,10,0.0529,0.0502,
9.09,0,0,0,11.36,6.82,2.27,11.36,2.27,6.82,4.55,4.55,6.82,6.82,4.55,4.55,9.09,4.55,2.27,2.27,0.0673,0.0687,
4.55,2.27,6.82,9.09,4.55,2.27,4.55,0,6.82,15.91,4.55,6.82,0,6.82,6.82,9.09,0,4.55,2.27,2.27,0.0934,0.0776,
2.44,0,2.44,0,2.44,7.32,2.44,9.76,12.2,4.88,2.44,7.32,0,2.44,26.83,4.88,4.88,4.88,0,2.44,0.1299,0.1134,
5.88,2.94,8.82,5.88,5.88,5.88,11.76,8.82,2.94,8.82,2.94,2.94,5.88,5.88,2.94,0,2.94,5.88,2.94,0,0.0897,0.0799,
4.76,0,4.76,4.76,4.76,9.52,0,4.76,0,0,0,9.52,4.76,0,9.52,9.52,0,9.52,14.29,9.52,0.1253,0.109,
2.7,5.41,5.41,5.41,5.41,10.81,10.81,2.7,2.7,10.81,5.41,0,2.7,10.81,2.7,2.7,2.7,5.41,5.41,0,0.0859,0.0829,
2.17,2.17,0,10.87,6.52,8.7,2.17,13.04,8.7,2.17,2.17,6.52,2.17,4.35,10.87,4.35,8.7,4.35,0,0,0.0968,0.0913,
2.17,4.35,6.52,4.35,4.35,6.52,6.52,4.35,8.7,6.52,6.52,4.35,0,8.7,6.52,4.35,4.35,6.52,0,4.35,0.0841,0.0877,
0,3.23,3.23,0,3.23,9.68,6.45,6.45,6.45,3.23,0,12.9,9.68,6.45,0,6.45,6.45,3.23,6.45,6.45,0.096,0.0482,
5.41,8.11,2.7,13.51,2.7,5.41,0,10.81,5.41,8.11,10.81,0,0,5.41,0,5.41,5.41,5.41,5.41,0,0.0775,0.0679,
6.82,6.82,4.55,4.55,2.27,4.55,2.27,11.36,4.55,6.82,6.82,2.27,4.55,4.55,6.82,4.55,2.27,6.82,4.55,2.27,0.0953,0.077,
5,0,5,0,10,5,0,10,0,10,10,5,0,0,0,15,15,10,0,0,0.0313,0.0459,
0,9.76,4.88,0,12.2,4.88,0,7.32,7.32,2.44,2.44,9.76,4.88,4.88,2.44,0,4.88,7.32,2.44,12.2,0.0619,0.0832,
0,0,4.17,8.33,8.33,8.33,4.17,8.33,4.17,0,4.17,0,4.17,20.83,8.33,0,4.17,0,4.17,8.33,0.1014,0.0715,
13.33,0,13.33,0,0,6.67,0,6.67,0,6.67,0,6.67,6.67,20,0,0,6.67,13.33,0,0,0.0539,0.0505,
6.67,2.22,6.67,6.67,4.44,4.44,4.44,8.89,8.89,2.22,4.44,2.22,8.89,0,11.11,4.44,2.22,6.67,0,4.44,0.0838,0.0997,
0,10,0,0,10,20,0,10,0,0,0,10,0,10,0,20,0,10,0,0,0.0738,0.0439,
0,15.38,5.13,2.56,10.26,2.56,0,2.56,2.56,7.69,5.13,10.26,5.13,2.56,2.56,2.56,5.13,7.69,5.13,5.13,0.0559,0.0747,
