AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Target
2.08,14.58,0,0,2.08,0,2.08,0,2.08,0,2.08,0,2.08,0,56.25,6.25,2.08,0,0,8.33,0
5.41,2.7,2.7,10.81,0,5.41,2.7,8.11,5.41,5.41,5.41,5.41,2.7,2.7,13.51,8.11,2.7,0,2.7,8.11,0
4.08,8.16,2.04,8.16,4.08,0,4.08,4.08,16.33,4.08,2.04,6.12,4.08,2.04,10.2,0,16.33,0,0,4.08,0
9.09,0,0,0,9.09,4.55,0,9.09,0,13.64,0,9.09,9.09,0,0,13.64,9.09,4.55,0,9.09,0
6.9,0,3.45,3.45,6.9,6.9,6.9,3.45,0,10.34,6.9,17.24,0,0,3.45,3.45,6.9,10.34,3.45,0,0
0,0,0,3.85,11.54,7.69,7.69,0,7.69,3.85,7.69,15.38,0,7.69,7.69,3.85,3.85,7.69,0,3.85,0
6.12,8.16,4.08,4.08,0,4.08,0,6.12,12.24,8.16,2.04,0,10.2,0,14.29,4.08,4.08,6.12,0,6.12,0
2.04,2.04,2.04,8.16,0,2.04,2.04,4.08,14.29,10.2,2.04,8.16,4.08,2.04,12.24,2.04,16.33,2.04,0,4.08,0
16,0,0,20,0,4,0,12,12,4,4,0,0,8,4,4,0,12,0,0,0
4,0,0,0,8,20,4,8,8,4,8,4,4,8,4,0,4,0,4,8,0
13.04,0,4.35,8.7,0,4.35,4.35,8.7,0,13.04,8.7,4.35,4.35,0,4.35,4.35,4.35,8.7,0,4.35,0
5.88,0,2.94,5.88,8.82,2.94,0,11.76,0,14.71,5.88,2.94,0,2.94,2.94,8.82,8.82,14.71,0,0,0
6.52,2.17,2.17,6.52,0,6.52,13.04,6.52,4.35,8.7,6.52,0,6.52,2.17,0,10.87,2.17,6.52,4.35,4.35,0
3.85,3.85,3.85,3.85,3.85,15.38,7.69,0,3.85,15.38,0,0,11.54,3.85,3.85,3.85,3.85,3.85,3.85,3.85,0
0,2.63,7.89,10.53,5.26,2.63,2.63,5.26,7.89,7.89,2.63,5.26,5.26,7.89,2.63,7.89,5.26,0,2.63,7.89,0
15,0,10,5,0,0,0,5,10,15,0,0,5,0,0,10,20,5,0,0,0
4.44,8.89,2.22,2.22,6.67,13.33,2.22,0,4.44,6.67,2.22,6.67,4.44,0,4.44,11.11,0,0,0,20,0
4.08,10.2,6.12,4.08,4.08,6.12,4.08,4.08,0,10.2,6.12,10.2,2.04,2.04,4.08,4.08,8.16,4.08,0,6.12,0
9.38,0,3.12,0,9.38,12.5,0,3.12,3.12,15.62,0,12.5,0,0,0,0,3.12,15.62,6.25,6.25,0
0,0,8.33,0,0,8.33,16.67,0,0,8.33,0,16.67,0,0,16.67,0,0,8.33,8.33,8.33,0
3.03,6.06,3.03,9.09,3.03,3.03,0,6.06,21.21,9.09,3.03,6.06,0,0,3.03,3.03,9.09,3.03,3.03,6.06,0
0,14.29,0,4.76,9.52,4.76,4.76,4.76,0,0,14.29,4.76,4.76,9.52,4.76,0,9.52,9.52,0,0,0
6.25,3.12,6.25,0,9.38,15.62,0,9.38,0,12.5,3.12,3.12,0,6.25,3.12,9.38,3.12,6.25,0,3.12,0
2.78,0,11.11,2.78,2.78,5.56,2.78,2.78,0,8.33,0,5.56,11.11,8.33,8.33,2.78,5.56,8.33,0,11.11,0
6.12,10.2,4.08,8.16,8.16,4.08,2.04,2.04,4.08,4.08,6.12,4.08,4.08,6.12,10.2,6.12,4.08,2.04,2.04,2.04,0
8.11,5.41,2.7,8.11,0,0,8.11,0,8.11,0,10.81,2.7,10.81,2.7,10.81,2.7,5.41,8.11,5.41,0,0
2.27,9.09,4.55,4.55,6.82,4.55,4.55,4.55,9.09,6.82,2.27,2.27,2.27,6.82,0,4.55,6.82,2.27,9.09,6.82,0
8.33,8.33,5.56,19.44,8.33,2.78,8.33,2.78,2.78,0,2.78,5.56,2.78,2.78,2.78,2.78,0,2.78,11.11,0,0
0,0,0,0,0,20,10,0,0,0,10,0,0,20,10,10,0,10,0,10,0
0,0,5,0,0,20,0,10,5,0,0,10,5,5,10,10,5,10,5,0,0
6.82,0,2.27,0,4.55,6.82,2.27,0,18.18,4.55,4.55,4.55,2.27,4.55,25,4.55,4.55,4.55,0,0,0
7.69,0,2.56,0,7.69,5.13,2.56,10.26,0,7.69,5.13,0,5.13,5.13,7.69,7.69,10.26,10.26,2.56,2.56,0
2.63,7.89,0,2.63,0,5.26,2.63,7.89,13.16,0,5.26,5.26,10.53,5.26,13.16,2.63,0,13.16,0,2.63,0
4.26,2.13,2.13,4.26,8.51,8.51,4.26,0,4.26,0,2.13,12.77,4.26,6.38,2.13,8.51,4.26,4.26,10.64,6.38,0
4.55,0,0,0,2.27,6.82,2.27,0,18.18,4.55,4.55,2.27,2.27,2.27,25,9.09,6.82,6.82,0,2.27,0
2.22,0,6.67,0,8.89,2.22,0,8.89,2.22,20,2.22,2.22,2.22,6.67,4.44,4.44,8.89,17.78,0,0,0
7.14,2.38,9.52,4.76,9.52,4.76,2.38,2.38,2.38,0,0,4.76,7.14,0,7.14,11.9,7.14,2.38,4.76,9.52,0
5.41,5.41,2.7,10.81,2.7,8.11,5.41,2.7,5.41,5.41,2.7,5.41,5.41,8.11,8.11,2.7,2.7,2.7,2.7,5.41,0
20,0,10,10,0,0,0,0,10,0,0,0,0,10,10,0,0,0,10,20,0
4.35,8.7,0,4.35,4.35,4.35,8.7,4.35,13.04,13.04,4.35,8.7,0,0,0,0,4.35,4.35,4.35,8.7,0
7.69,0,15.38,7.69,0,7.69,0,0,7.69,15.38,7.69,0,0,23.08,0,7.69,0,0,0,0,0
9.09,0,2.27,2.27,6.82,2.27,9.09,4.55,4.55,6.82,6.82,13.64,2.27,0,6.82,4.55,0,4.55,2.27,11.36,0
4.08,8.16,0,6.12,2.04,6.12,4.08,0,10.2,6.12,4.08,6.12,0,6.12,10.2,4.08,14.29,6.12,0,2.04,0
12.82,0,5.13,2.56,10.26,2.56,0,10.26,7.69,10.26,2.56,5.13,5.13,5.13,7.69,0,2.56,7.69,2.56,0,0
2.04,4.08,0,4.08,6.12,4.08,10.2,8.16,2.04,12.24,2.04,6.12,6.12,6.12,6.12,4.08,0,2.04,6.12,8.16,0
3.33,3.33,3.33,3.33,16.67,3.33,0,13.33,3.33,6.67,3.33,3.33,6.67,3.33,0,13.33,3.33,6.67,0,3.33,0
0,10.53,0,5.26,10.53,5.26,2.63,0,10.53,2.63,5.26,7.89,2.63,5.26,7.89,5.26,7.89,5.26,2.63,2.63,0
4.65,11.63,2.33,9.3,4.65,4.65,2.33,4.65,6.98,6.98,4.65,4.65,4.65,4.65,4.65,2.33,2.33,6.98,2.33,4.65,0
6.52,4.35,6.52,4.35,6.52,4.35,6.52,0,2.17,4.35,13.04,6.52,6.52,6.52,2.17,8.7,4.35,4.35,2.17,0,0
3.7,0,0,0,0,11.11,0,22.22,3.7,0,3.7,3.7,0,0,3.7,3.7,44.44,0,0,0,0
12.9,0,9.68,0,0,19.35,0,9.68,3.23,6.45,3.23,3.23,3.23,3.23,0,9.68,0,12.9,0,3.23,0
6.67,6.67,0,0,6.67,13.33,6.67,0,6.67,6.67,0,0,6.67,0,13.33,6.67,0,0,0,20,0
6.9,0,3.45,0,6.9,10.34,0,3.45,0,17.24,6.9,0,0,0,3.45,13.79,3.45,17.24,6.9,0,0
0,3.33,0,0,10,10,3.33,13.33,0,6.67,13.33,6.67,6.67,3.33,0,3.33,0,3.33,10,6.67,0
2.33,0,4.65,2.33,16.28,11.63,0,13.95,0,13.95,4.65,2.33,2.33,2.33,2.33,6.98,4.65,9.3,0,0,0
6.98,0,9.3,6.98,6.98,6.98,2.33,9.3,2.33,13.95,2.33,2.33,4.65,0,2.33,6.98,9.3,2.33,0,4.65,0
0,15.38,0,7.69,0,0,0,0,15.38,0,0,0,7.69,15.38,0,15.38,0,7.69,7.69,7.69,0
4.35,8.7,13.04,4.35,0,0,0,4.35,13.04,4.35,0,0,13.04,8.7,0,4.35,8.7,4.35,4.35,4.35,0
7.32,2.44,7.32,4.88,7.32,9.76,0,4.88,12.2,9.76,7.32,0,4.88,0,4.88,7.32,2.44,2.44,0,4.88,0
2.27,4.55,4.55,2.27,6.82,2.27,2.27,4.55,6.82,2.27,9.09,4.55,2.27,6.82,2.27,6.82,11.36,9.09,4.55,4.55,0
0,7.14,14.29,14.29,14.29,14.29,0,0,0,7.14,7.14,0,7.14,0,0,0,0,7.14,0,7.14,0
6.12,8.16,6.12,2.04,6.12,10.2,2.04,0,14.29,6.12,2.04,2.04,4.08,4.08,6.12,2.04,4.08,8.16,0,6.12,0
2.63,0,0,2.63,10.53,2.63,0,2.63,2.63,18.42,2.63,13.16,5.26,5.26,2.63,7.89,5.26,7.89,2.63,5.26,0
7.69,5.13,5.13,5.13,7.69,7.69,0,2.56,7.69,7.69,2.56,0,7.69,5.13,5.13,5.13,2.56,5.13,5.13,5.13,0
3.7,0,7.41,3.7,3.7,7.41,3.7,0,0,22.22,0,0,0,7.41,14.81,14.81,7.41,3.7,0,0,0
6.52,2.17,4.35,6.52,13.04,6.52,2.17,6.52,15.22,0,2.17,0,0,4.35,8.7,2.17,4.35,4.35,4.35,6.52,0
12.82,7.69,5.13,7.69,0,2.56,2.56,2.56,2.56,2.56,2.56,0,5.13,5.13,10.26,7.69,7.69,7.69,2.56,5.13,0
4.55,4.55,2.27,0,13.64,6.82,4.55,2.27,4.55,11.36,2.27,2.27,11.36,4.55,11.36,2.27,2.27,9.09,0,0,0
8.33,2.78,0,8.33,8.33,5.56,5.56,8.33,5.56,2.78,8.33,0,5.56,5.56,2.78,5.56,2.78,5.56,0,8.33,0
5.26,0,5.26,0,15.79,15.79,0,0,0,10.53,5.26,0,10.53,10.53,5.26,5.26,0,10.53,0,0,0
3.03,3.03,6.06,0,3.03,6.06,3.03,6.06,9.09,6.06,12.12,6.06,3.03,0,9.09,9.09,3.03,3.03,3.03,6.06,0
2.38,9.52,4.76,4.76,2.38,9.52,7.14,2.38,4.76,2.38,2.38,2.38,2.38,7.14,2.38,4.76,7.14,9.52,2.38,9.52,0
7.69,0,0,0,7.69,0,0,7.69,7.69,0,7.69,0,15.38,7.69,0,15.38,7.69,0,15.38,0,0
5.41,5.41,2.7,2.7,10.81,8.11,2.7,8.11,0,8.11,5.41,5.41,5.41,2.7,2.7,0,8.11,10.81,2.7,2.7,0
2.7,8.11,0,2.7,2.7,5.41,2.7,16.22,10.81,2.7,2.7,2.7,2.7,5.41,24.32,2.7,0,5.41,0,0,0
7.14,7.14,7.14,0,7.14,0,0,7.14,7.14,28.57,7.14,0,7.14,0,0,7.14,0,0,7.14,0,0
2.17,8.7,2.17,4.35,4.35,4.35,13.04,0,2.17,8.7,2.17,2.17,6.52,2.17,15.22,4.35,6.52,6.52,0,4.35,0
0,5.26,15.79,0,0,0,5.26,0,0,0,5.26,0,10.53,15.79,5.26,5.26,10.53,15.79,0,5.26,0
8.33,0,2.08,2.08,2.08,6.25,4.17,2.08,20.83,4.17,6.25,2.08,2.08,4.17,14.58,4.17,6.25,6.25,0,2.08,0
21.74,0,4.35,0,4.35,4.35,0,21.74,0,17.39,0,0,0,0,0,4.35,8.7,8.7,0,4.35,0
2.63,5.26,18.42,7.89,5.26,7.89,5.26,5.26,2.63,0,10.53,0,2.63,0,0,7.89,0,10.53,0,7.89,0
3.23,3.23,9.68,3.23,12.9,6.45,3.23,3.23,3.23,3.23,3.23,6.45,6.45,9.68,0,9.68,6.45,3.23,3.23,0,0
12.82,0,0,2.56,7.69,20.51,0,10.26,0,7.69,7.69,0,2.56,0,2.56,5.13,0,12.82,2.56,5.13,0
4.76,7.14,7.14,11.9,7.14,4.76,4.76,4.76,7.14,4.76,2.38,4.76,0,2.38,4.76,7.14,7.14,2.38,2.38,2.38,0
0,6.12,6.12,12.24,2.04,4.08,0,2.04,2.04,8.16,6.12,14.29,2.04,8.16,2.04,2.04,8.16,2.04,4.08,8.16,0
4.44,0,4.44,4.44,0,6.67,4.44,6.67,13.33,4.44,2.22,8.89,4.44,4.44,11.11,8.89,4.44,6.67,0,0,0
6.82,0,0,0,2.27,6.82,2.27,0,13.64,6.82,4.55,6.82,2.27,4.55,25,2.27,9.09,4.55,0,2.27,0
9.3,2.33,4.65,11.63,6.98,4.65,2.33,4.65,0,11.63,2.33,0,4.65,4.65,2.33,9.3,9.3,4.65,0,4.65,0
4.08,6.12,6.12,10.2,8.16,2.04,4.08,4.08,2.04,2.04,2.04,4.08,4.08,8.16,8.16,4.08,4.08,4.08,4.08,8.16,0
0,10.81,5.41,2.7,5.41,5.41,8.11,0,2.7,0,10.81,2.7,8.11,2.7,5.41,8.11,5.41,5.41,8.11,2.7,0
2.94,0,11.76,5.88,5.88,5.88,8.82,11.76,2.94,2.94,5.88,5.88,5.88,5.88,2.94,0,0,5.88,2.94,5.88,0
3.33,20,10,10,3.33,6.67,0,10,0,10,3.33,0,3.33,3.33,6.67,10,0,0,0,0,0
3.85,7.69,7.69,0,7.69,3.85,0,7.69,7.69,15.38,3.85,0,3.85,11.54,0,7.69,3.85,0,3.85,3.85,0
0,0,5.88,5.88,5.88,11.76,0,0,0,0,17.65,5.88,11.76,5.88,0,5.88,0,5.88,5.88,11.76,0
8.16,8.16,6.12,0,8.16,2.04,6.12,2.04,2.04,8.16,6.12,8.16,2.04,4.08,4.08,4.08,6.12,6.12,4.08,4.08,0
5.41,0,5.41,2.7,8.11,8.11,2.7,10.81,0,2.7,10.81,2.7,2.7,13.51,2.7,2.7,5.41,5.41,5.41,2.7,0
14.58,0,6.25,6.25,10.42,6.25,8.33,6.25,4.17,10.42,0,0,2.08,0,2.08,4.17,6.25,10.42,2.08,0,0
0,0,15,0,5,5,0,0,5,10,5,0,15,0,5,20,0,15,0,0,0
0,7.89,13.16,5.26,0,7.89,7.89,7.89,7.89,2.63,10.53,0,0,2.63,5.26,5.26,0,5.26,2.63,7.89,0
2.7,16.22,5.41,5.41,2.7,5.41,2.7,5.41,0,5.41,2.7,2.7,13.51,5.41,5.41,0,5.41,8.11,5.41,0,0
6.45,6.45,6.45,9.68,3.23,6.45,6.45,0,3.23,6.45,0,9.68,3.23,9.68,3.23,6.45,3.23,9.68,0,0,0
0,0,0,2.63,10.53,5.26,0,7.89,2.63,18.42,2.63,13.16,5.26,2.63,5.26,10.53,5.26,5.26,0,2.63,0
6.67,0,6.67,0,6.67,6.67,0,13.33,0,20,0,0,13.33,0,0,13.33,13.33,0,0,0,0
2.63,0,7.89,15.79,2.63,2.63,13.16,2.63,0,10.53,5.26,2.63,5.26,7.89,2.63,5.26,7.89,0,0,5.26,0
5.88,0,0,17.65,11.76,5.88,0,0,0,5.88,5.88,0,17.65,0,0,0,5.88,0,11.76,11.76,0
4.26,2.13,2.13,4.26,4.26,4.26,4.26,6.38,8.51,6.38,4.26,8.51,10.64,0,0,6.38,8.51,2.13,2.13,10.64,0
0,0,2.86,0,17.14,5.71,0,5.71,2.86,11.43,2.86,8.57,5.71,2.86,5.71,5.71,8.57,11.43,0,2.86,0
4.65,6.98,0,6.98,4.65,4.65,6.98,6.98,6.98,2.33,6.98,4.65,2.33,2.33,6.98,11.63,0,4.65,4.65,4.65,0
0,6.45,0,6.45,6.45,6.45,3.23,0,9.68,0,3.23,3.23,0,9.68,6.45,22.58,3.23,6.45,3.23,3.23,0
0,0,0,10,10,10,0,0,0,30,0,10,20,0,0,0,0,0,0,10,0
2.44,2.44,4.88,0,4.88,4.88,0,7.32,29.27,4.88,2.44,4.88,0,4.88,9.76,7.32,0,9.76,0,0,0
0,0,0,27.27,9.09,18.18,0,0,0,9.09,18.18,9.09,0,0,0,0,0,0,9.09,0,0
10,2.5,2.5,2.5,2.5,7.5,0,5,0,2.5,2.5,2.5,10,12.5,2.5,17.5,10,5,0,2.5,0
2.7,10.81,0,5.41,0,5.41,2.7,8.11,2.7,5.41,8.11,2.7,8.11,0,5.41,2.7,10.81,2.7,13.51,2.7,0
6.06,9.09,0,6.06,6.06,6.06,3.03,0,12.12,3.03,9.09,3.03,9.09,0,3.03,3.03,6.06,0,9.09,6.06,0
0,8.11,2.7,0,2.7,5.41,2.7,16.22,18.92,2.7,2.7,2.7,2.7,5.41,10.81,2.7,2.7,10.81,0,0,0
5.41,5.41,2.7,0,5.41,5.41,8.11,2.7,0,8.11,0,5.41,0,5.41,10.81,5.41,2.7,13.51,0,13.51,0
9.3,2.33,4.65,13.95,9.3,4.65,2.33,2.33,2.33,13.95,2.33,0,4.65,0,2.33,6.98,9.3,4.65,0,4.65,0
3.12,0,6.25,6.25,3.12,6.25,3.12,6.25,21.88,12.5,3.12,0,9.38,0,6.25,6.25,0,6.25,0,0,0
6.67,0,0,0,2.22,11.11,0,2.22,11.11,4.44,4.44,2.22,0,4.44,26.67,4.44,13.33,6.67,0,0,0
6.67,20,0,3.33,0,10,0,6.67,10,3.33,0,3.33,6.67,0,0,6.67,6.67,10,0,6.67,0
13.64,0,0,2.27,2.27,6.82,2.27,2.27,11.36,6.82,4.55,4.55,2.27,2.27,25,4.55,4.55,2.27,0,2.27,0
0,2.94,8.82,2.94,2.94,8.82,5.88,11.76,0,5.88,0,5.88,5.88,8.82,0,0,5.88,8.82,8.82,5.88,0
4,0,0,0,0,0,0,0,32,4,12,0,0,4,36,4,0,0,4,0,0
27.27,0,0,9.09,9.09,9.09,0,0,0,18.18,0,0,9.09,0,9.09,0,0,9.09,0,0,0
6.67,6.67,2.22,8.89,8.89,2.22,2.22,4.44,2.22,8.89,6.67,6.67,2.22,0,6.67,6.67,0,8.89,4.44,4.44,0
0,8.11,0,5.41,0,5.41,2.7,8.11,21.62,0,5.41,2.7,8.11,5.41,10.81,2.7,0,13.51,0,0,0
2.04,4.08,2.04,10.2,4.08,2.04,4.08,8.16,8.16,4.08,2.04,10.2,2.04,4.08,2.04,10.2,0,6.12,12.24,2.04,0
2.33,0,11.63,6.98,0,2.33,6.98,6.98,4.65,4.65,2.33,6.98,4.65,4.65,6.98,2.33,11.63,4.65,6.98,2.33,0
7.69,10.26,2.56,5.13,5.13,2.56,7.69,5.13,7.69,2.56,5.13,2.56,0,7.69,2.56,5.13,5.13,0,12.82,2.56,0
9.09,0,9.09,0,0,0,0,9.09,9.09,0,0,9.09,18.18,0,0,9.09,0,9.09,18.18,0,0
14.29,0,2.86,2.86,8.57,0,0,11.43,0,11.43,5.71,2.86,8.57,2.86,2.86,5.71,5.71,11.43,0,2.86,0
2.7,8.11,5.41,10.81,2.7,2.7,10.81,2.7,5.41,13.51,2.7,5.41,0,13.51,0,2.7,2.7,2.7,2.7,2.7,0
2.63,5.26,2.63,5.26,0,2.63,7.89,10.53,7.89,5.26,5.26,15.79,5.26,5.26,2.63,5.26,2.63,0,5.26,2.63,0
15.15,0,3.03,0,12.12,9.09,0,3.03,3.03,9.09,9.09,3.03,0,0,3.03,9.09,6.06,9.09,6.06,0,0
9.3,4.65,0,4.65,4.65,2.33,2.33,6.98,9.3,13.95,2.33,6.98,4.65,9.3,2.33,4.65,2.33,6.98,0,2.33,0
6.67,6.67,6.67,0,6.67,16.67,0,6.67,0,0,6.67,0,3.33,3.33,20,16.67,0,0,0,0,0
9.38,0,3.12,3.12,15.62,3.12,0,12.5,6.25,12.5,3.12,0,6.25,0,6.25,0,3.12,12.5,0,3.12,0
7.32,2.44,4.88,2.44,9.76,2.44,4.88,4.88,9.76,4.88,2.44,4.88,7.32,7.32,4.88,2.44,2.44,7.32,0,7.32,0
6.67,0,0,0,0,0,0,0,0,0,0,0,10,0,66.67,6.67,3.33,6.67,0,0,0
11.11,0,0,5.56,0,33.33,0,5.56,0,5.56,0,0,16.67,0,5.56,11.11,0,5.56,0,0,0
7.14,0,4.76,4.76,2.38,4.76,0,0,7.14,7.14,7.14,9.52,4.76,7.14,9.52,2.38,4.76,9.52,7.14,0,0
8.33,0,8.33,0,0,8.33,8.33,8.33,50,0,0,0,0,8.33,0,0,0,0,0,0,0
11.11,0,2.78,8.33,0,2.78,2.78,2.78,0,8.33,5.56,5.56,13.89,2.78,11.11,0,5.56,5.56,0,11.11,0
0,2.44,4.88,2.44,2.44,24.39,0,12.2,4.88,9.76,4.88,4.88,0,2.44,4.88,2.44,4.88,7.32,0,4.88,0
10,0,0,10,0,10,10,10,10,10,10,0,0,0,0,0,0,10,0,10,0
5.71,0,0,5.71,14.29,2.86,0,8.57,11.43,11.43,2.86,0,8.57,0,2.86,2.86,8.57,11.43,0,2.86,0
17.65,0,0,0,11.76,17.65,0,0,11.76,5.88,0,5.88,0,5.88,11.76,5.88,5.88,0,0,0,0
10.64,4.26,4.26,0,4.26,2.13,6.38,12.77,0,8.51,0,10.64,6.38,6.38,2.13,2.13,8.51,4.26,6.38,0,0
17.14,0,2.86,0,2.86,2.86,0,2.86,2.86,22.86,5.71,2.86,2.86,5.71,8.57,2.86,5.71,8.57,2.86,0,0
9.3,4.65,4.65,2.33,2.33,6.98,4.65,2.33,2.33,4.65,4.65,4.65,2.33,2.33,4.65,6.98,6.98,9.3,9.3,4.65,0
15,0,0,0,5,15,0,5,5,10,0,0,0,5,5,0,15,15,0,5,0
14.29,0,6.12,6.12,2.04,10.2,4.08,8.16,4.08,12.24,4.08,0,4.08,0,2.04,8.16,6.12,4.08,2.04,2.04,0
5,5,2.5,0,10,10,2.5,5,7.5,2.5,2.5,7.5,5,2.5,12.5,2.5,2.5,2.5,7.5,5,0
0,5,20,5,10,5,10,0,5,0,0,0,10,0,5,10,10,0,0,5,0
2.7,2.7,5.41,2.7,5.41,8.11,8.11,2.7,0,5.41,5.41,0,0,5.41,13.51,2.7,8.11,8.11,13.51,0,0
2.17,2.17,0,0,2.17,8.7,0,6.52,17.39,4.35,6.52,2.17,2.17,2.17,21.74,10.87,6.52,4.35,0,0,0
7.32,0,0,0,7.32,19.51,0,4.88,0,17.07,4.88,2.44,2.44,0,2.44,9.76,7.32,7.32,2.44,4.88,0
0,5.13,0,12.82,7.69,0,12.82,12.82,5.13,10.26,12.82,0,5.13,2.56,2.56,0,2.56,0,5.13,2.56,0
10.53,5.26,7.89,2.63,7.89,2.63,5.26,2.63,5.26,5.26,0,5.26,2.63,2.63,2.63,10.53,0,10.53,10.53,0,0
0,0,0,0,0,20,10,10,10,0,0,0,10,10,0,0,0,20,0,10,0
6.82,0,2.27,9.09,0,9.09,11.36,2.27,2.27,6.82,2.27,0,0,4.55,11.36,9.09,11.36,4.55,4.55,2.27,0
6.82,6.82,2.27,2.27,0,4.55,2.27,6.82,9.09,4.55,2.27,9.09,4.55,11.36,4.55,0,4.55,9.09,6.82,2.27,0
0,0,6.9,13.79,3.45,0,0,0,6.9,13.79,6.9,0,3.45,17.24,0,3.45,6.9,0,13.79,3.45,0
5.41,8.11,0,2.7,2.7,10.81,10.81,16.22,2.7,2.7,10.81,5.41,0,0,5.41,5.41,2.7,2.7,2.7,2.7,0
2.08,6.25,0,8.33,6.25,6.25,6.25,10.42,6.25,6.25,4.17,4.17,4.17,2.08,6.25,4.17,8.33,2.08,2.08,4.17,0
4.26,8.51,0,6.38,0,2.13,4.26,0,14.89,10.64,2.13,12.77,6.38,2.13,6.38,6.38,2.13,6.38,0,4.26,0
2.78,11.11,5.56,8.33,2.78,0,11.11,5.56,11.11,0,0,2.78,5.56,2.78,5.56,5.56,8.33,0,2.78,8.33,0
6.25,0,0,9.38,3.12,12.5,0,6.25,6.25,21.88,3.12,0,0,3.12,0,9.38,0,18.75,0,0,0
2,12,10,6,6,2,2,4,4,0,8,2,8,0,8,4,6,4,6,6,0
0,0,0,7.69,0,7.69,15.38,7.69,0,7.69,7.69,7.69,0,0,0,0,0,23.08,15.38,0,0
41.94,0,0,0,0,12.9,0,9.68,0,6.45,0,3.23,9.68,0,0,6.45,0,0,0,9.68,0
0,6.82,6.82,4.55,4.55,2.27,6.82,4.55,2.27,6.82,6.82,6.82,4.55,6.82,4.55,4.55,6.82,11.36,2.27,0,0
5.13,5.13,2.56,0,10.26,2.56,7.69,2.56,5.13,7.69,5.13,5.13,10.26,0,0,2.56,7.69,7.69,10.26,2.56,0
0,3.7,3.7,18.52,3.7,3.7,3.7,7.41,7.41,7.41,11.11,0,0,7.41,7.41,3.7,7.41,0,0,3.7,0
0,3.23,3.23,3.23,6.45,0,12.9,3.23,3.23,3.23,3.23,6.45,12.9,6.45,6.45,6.45,3.23,3.23,9.68,3.23,0
3.45,3.45,6.9,3.45,3.45,3.45,3.45,6.9,3.45,3.45,6.9,3.45,10.34,0,6.9,3.45,6.9,10.34,3.45,6.9,0
9.09,0,4.55,2.27,13.64,4.55,0,6.82,2.27,18.18,2.27,2.27,6.82,0,4.55,9.09,4.55,4.55,2.27,2.27,0
13.33,4.44,0,4.44,4.44,4.44,8.89,8.89,4.44,2.22,2.22,8.89,0,4.44,2.22,4.44,4.44,6.67,2.22,8.89,0
3.45,3.45,3.45,10.34,3.45,6.9,0,0,13.79,0,0,0,3.45,3.45,3.45,6.9,3.45,17.24,10.34,6.9,0
3.57,3.57,0,7.14,7.14,10.71,3.57,3.57,10.71,3.57,0,3.57,3.57,7.14,0,3.57,0,10.71,14.29,3.57,0
10,10,0,0,20,0,10,0,10,0,10,10,0,10,0,0,0,0,0,10,0
9.09,6.82,6.82,4.55,4.55,4.55,6.82,4.55,4.55,6.82,0,4.55,6.82,0,2.27,4.55,4.55,2.27,6.82,9.09,0
9.09,0,0,9.09,0,0,0,9.09,18.18,9.09,9.09,0,0,0,0,18.18,0,18.18,0,0,0
3.7,7.41,7.41,0,3.7,3.7,0,7.41,7.41,7.41,3.7,0,0,11.11,0,7.41,7.41,7.41,11.11,3.7,0
0,9.68,3.23,6.45,9.68,6.45,6.45,3.23,6.45,3.23,3.23,6.45,9.68,0,9.68,0,0,6.45,3.23,6.45,0
5.41,8.11,2.7,0,0,5.41,5.41,2.7,18.92,0,2.7,0,0,5.41,18.92,2.7,0,21.62,0,0,0
2.94,8.82,0,0,2.94,2.94,8.82,0,2.94,8.82,2.94,2.94,11.76,5.88,8.82,2.94,8.82,8.82,2.94,5.88,0
5.88,11.76,5.88,0,11.76,5.88,0,17.65,5.88,0,0,0,0,5.88,5.88,0,11.76,11.76,0,0,0
0,8.33,8.33,0,25,8.33,0,0,0,0,0,0,8.33,0,8.33,16.67,16.67,0,0,0,0
6.52,2.17,2.17,10.87,0,4.35,6.52,10.87,4.35,2.17,6.52,2.17,4.35,0,8.7,2.17,4.35,2.17,10.87,8.7,0
2.44,0,2.44,14.63,9.76,4.88,2.44,2.44,14.63,9.76,2.44,4.88,2.44,4.88,7.32,2.44,7.32,2.44,0,2.44,0
10.53,0,5.26,5.26,2.63,5.26,2.63,10.53,0,0,10.53,0,0,7.89,7.89,7.89,13.16,7.89,0,2.63,0
3.45,0,3.45,0,3.45,17.24,3.45,6.9,0,17.24,10.34,0,0,0,3.45,3.45,6.9,10.34,6.9,3.45,0
9.09,0,9.09,9.09,18.18,0,0,0,9.09,9.09,27.27,0,0,0,9.09,0,0,0,0,0,0
13.33,6.67,0,13.33,0,6.67,6.67,6.67,0,0,6.67,6.67,6.67,0,0,6.67,6.67,6.67,6.67,0,0
2.56,2.56,5.13,2.56,0,2.56,0,7.69,17.95,15.38,0,5.13,5.13,0,7.69,10.26,7.69,5.13,0,2.56,0
17.39,6.52,4.35,4.35,2.17,8.7,4.35,4.35,4.35,0,4.35,8.7,2.17,6.52,6.52,2.17,6.52,4.35,2.17,0,0
6.67,15.56,2.22,8.89,4.44,6.67,2.22,4.44,2.22,4.44,4.44,2.22,4.44,8.89,4.44,2.22,2.22,2.22,4.44,6.67,0
